comments,date,name
"
شكرا على مقال ممتاز منسجم مع تعليقي نشرته في 31 غشت 2019 ها نصه الكامل لفتح النقاش:
القانون رقم 36.15 المتعلق بالماء صدر في 25 غشت 2016.
وقع الحذث المميت بدوار تيزرت مساء 28 غشت 2019.
رحم الله شهداء جماعة إيمي نتيارت دائرة إيغرن إقليم تارودانت.
هل 3 سنوات و3 أيام لم تكن كافية لتطبيق القانون تطبيعا سليما ؟!
للتذكير, فذلك القانون خصص حيزا هاما لمراقبة الملك العمومي المائي و أناط مهام المراقبة لجهاز شرطة المياه.
النص القانوني حدد مهام أعوان شرطة المياه في مراقبة استعمال واستغلال الملك العمومي المائي الذي يتكون من المسطحات المائية الطبيعية (...) إضافة إلى حافات مجاري المياه إلى حدود المستوى الذي تصله المياه قبل الطفوح، (..) والطمي والرمال والأحجار (..).
نفس السند القانوني عهد لأعوان شرطة المياه إعداد محاضر المخالفات وتوجيهها إلى النيابة العامة داخل أجل 10 أيام عمل ابتداء من تاريخ تحريرها.
نفس القانوني نص على حماية الوسط الطبيعي والسعي نحو تكريس الاستغلال المـستدام للموارد المائية.
الاستغلال المستدام للموارد المائية يتطلب تحرير الملك العمومي المائي. أليس كذلك يا السيد وزير التجهيز ووالماء ؟
",الاثنين 02 شتنبر 2019 - 18:36,<strong>محمد بلحسن</strong>
"
15 مليون هكتار سيتم توزيعها بين آل سلال من التراب الوطني ....المقدر عددهم ب 10 ملاين ....
و اين نصيب باقي المواطنين الذين لا ينتمون لا الى السلاليين و لا الى البزنطيين ؟؟
",الاثنين 02 شتنبر 2019 - 15:34,
"
اين هم اصحاب الثمن و السدس و الخمس !! هل منطقي يطبق هذا القانون القرن أوسطي في مثل هاته الحالات ؟؟؟
",الاثنين 02 شتنبر 2019 - 15:45,<strong>Mann</strong>
"
أين هو حق أبناء منكوبي أكادير؟؟ لقد إستولى البعض على أراضي المدينة ووزعة بالرشاوي والمحسوبية على الغرباء وأبناء المدينة الأصليين ضاع حقهم ، أينكم يا شرفاء أكادير والغيورون على أرض سوس ، قوموا بإحصاء أبناء المنكوبين داخل وخارج الوطن وأنصفوهم قبل أن تنتقم منكم أرض أجدادهم مرة أخرى ؟؟؟
",الاثنين 02 شتنبر 2019 - 15:49,<strong>soussi</strong>
"
اتحدى أي شخص ويعرف من هم السكان الاصليون لأي ارض سلالية؟ ومن الصعب تحديد أصحاب الارض الحقيقيون والخطأ انها تخص قبيلة معينة.فهناك قبائل يقال أصلها من الشرق وتستفيد من الغرب وقبائل يقال أصلها من الشمال تستفيد من الجنوب. إدن فهي ملك لجميع المغاربة ويجب أن يستفيد منها الجميع بدون إستتناء.
",الاثنين 02 شتنبر 2019 - 15:52,<strong>أرض المغاربة جميعا</strong>
"
المساوات موضوع فرعي سؤال من السلاليين 
هل اراضي الاجداد و القباءل التي سالت عليها الدماء تفوت للغرباء او ابناء القبيلة لاستغلالها 
او لغرباء لطرد الامازيغ من اراضيهم التاريخية 
موضوع محزن وغامض نحاول عدم الخوض فيه 
لكن.....السلاليين تراودهم نفس الاسءلة 
ارجو النشر و الاجابة وشكرا
",الاثنين 02 شتنبر 2019 - 16:33,<strong>توناروز</strong>
"
لقول اين نصيبي انا وأهلي وكل من لا يمتلك شيء في هذا الوطن ؟؟؟ هل هذا هو العدل ؟ تتقاسمون املاك البلاد تخت كذبة اسمها السلالة وهل نحن مرتزقة 
العدل وصل الى المغرب ومات عند الحدود
",الاثنين 02 شتنبر 2019 - 16:48,<strong>زالير</strong>
"
خمسون سنة ونحن نقاضي الدولة المغربية والأملاك المخزنية دون جدوى. بعد الاستقلال مباشرة قامت الدولة بالأستيلاء على ممتلكات كتير من المواطنين ومنحتها للأملاك المخزنية بغير وجه حق .سلبتنا الدولة المغربية ماءتا واتنا عشر 212هكتارا رغم امتلاكنا للرسوم الاصلية للأرض. خمسون سنة من المقاضاة لم نحصل على حقوقنا لم يستطع اي قاض من قضاة الأرض في جميع مراحل التقاضي أن يحكم لنا بإعادة ارضنا من الدولة التي صارت اليوم اكرم من الطائي . حري بها إعادة الحقوق الى اصحابها قبل ان تفكر في توزيع الأراضي السلالية .المواطنة حقوق وواجبات. مع الأسف الشديد صرنا غرباء في وطننا وبدون حقوق لا نملك الا الدعاء لقاضي السماء
",الاثنين 02 شتنبر 2019 - 17:03,
"
من يسمع استفادة الناس من الاراضي السلالية يظن انهم ياخدون الملايين هي لا تتعدى 1000 درهم للسنة ياخدها الدكور و لا تستفيد منها الاناث .في السنوات الاخيرة بدأت بعض المناطق بتطبيق قانون استفادة النساء كدلك فمنح لهم نصف المبلغ المخصص للرجال و لم تستفد كل النساء السلاليات المسالة دخلت فيها ""باك صاحبي و الرشوة""الخلاصة المندبة كبيرة و الميت فار .لانه تم تفويت آلاف الهكتارات للخواص بعقود كراء لمدة 99 سنة او لمنعشين عقاريين الي انتوما عارفينهوم الدين يجنون الملايير منها اما الفتات فبقي للرجال فقط
",الاثنين 02 شتنبر 2019 - 17:34,<strong>مغربية</strong>
"
بغيت غير نعرف حنا في2019 ولا زلنا نحتكم إلى الأعراف. ما هدا التخلف يا
",الاثنين 02 شتنبر 2019 - 18:09,<strong>Walid</strong>
"
الاراضي السلالية هي ملك مشترك لجميع المغاربة دون استتناء اما من يسمونهم دووا الحقوق فانهم تطاولوا على الاراضي واستولوا عليها لان من يدعي ان الارض في ملكه او توارتها فليبين ما يتبت ذلك ان اغلبهم استولى على الارض سواء قبل الحماية او بعدها و تاريخ الاراضي السلالية يتبت ذلك و الاكثر من ذلك يجب ان يؤدوا مقابل الاستغلال الذي دام عقود متعددة هذا البلد معروف الي غوت ودار الوقفات هو الي رابح
",الاثنين 02 شتنبر 2019 - 18:49,<strong>ملاحظ محمد</strong>
"
سؤال من له حق التفويت ، هل استفادة القبائل او دوي الحقوق من الكراء السابق ، هذه وسيلة لبيع الاراضي والنهب باسم القانون ، الله يمهل ولا يهمل
",الاثنين 02 شتنبر 2019 - 19:03,<strong>مولاي الحسين مكاوي</strong>
"
أراضي الجموع نهبت من طرف مافيا العقار و النافدين و أصحاب الشكاير .قانون المساوات في الانتفاع بأراضي الجموع من طرف النساء سواسية مع الرجال جاء مرفقا بمشروعية تفويت هذه الأراضي للخواص و هو المخرج لتشريع استحواد مافيا العقار عليها .
ولقذ ثم ذالك في الأراضي المتاخمة لشاطئ الأمم من طرف الضحى.
نماذج كثيرة تذكر في الإستحواذ على أراضي الجموع.
 ",الاثنين 02 شتنبر 2019 - 19:15,
