الأحد 22 دجنبر 2019 - 08:17,محمد ال الشيخ,اقترح على الجهة الشرقية تنظيم مهرجان الفقراء و مشركتنا باف درهم حتى نغني الف فقير. 
الأحد 22 دجنبر 2019 - 02:29,براهيم,"السؤال الذي يجب أن يطرح: كيف تم استوزار هذا الشخص، سيرته الذاتية وتجربته لا تؤهله بتاتا لشغل قطاع حساس مثل التشغيل. استوزاره جاء كمحاولة من الأمين العام للحزب لضم الشبيبة لصالحه، واسكات صوتها المزعج عبر استوزار كاتبها الأول. استوزار هذا ""الشبح"" يؤكد افتقاد حزب البيجيدي للكفاءات والطاقات..فهل بأمثال هؤلاء، وأمثال وزيرة التضامن والجالية، وقبله وزيرة التضامن سنحل مشاكل المغرب...لاتنتظرو منه شيئا. سيقضي جل أوقاته متنقلا بين مكتبه الوثير حيث يوقع الوثائق الادارية، وبين الندوات والمؤتمرات والسفريات على حساب أموال دافعي الضرائب...لن يضيف أي شيء لقطاع التشغيل، على غرار الذين سبقوه..سيقضي أقل من سنة تم يغادر بتقاعد مريح وأجرة 12 شهرا نهاية الخدمة، في اطار ""الريع السياسي"" و الحزبي والانتخابي..حزب باع الوهم للمغاربة، وأوصل اليأس الى نفوسهم، وبالمقابل تمرغ أمثال هؤلاء في الريع واستفادوا من الكعكة..لايرجى منكم خيرررررررررررر"
الأحد 22 دجنبر 2019 - 10:35,محمد,ربما فقهاء السياسة ألزموه على هذا القول ليبرهنوا للشعب اهذا هوالنموذج الشبابي الذي تريدونه أن يقودكم أيروقكم هذا النمط؟ففقهاء السياسة في انتظار رد الشعب. بلا إنها خدع المارقين في السياسة خدمة لخلودهم لشغل هذه المناصب كورثة شرعيين.في حين أن الإخفاق يستوجب التنحي والكلمة الاخيرة لا للشيطنة كفاكم عبثا...!
السبت 21 دجنبر 2019 - 21:59,mekkaoui moulay lhoussaine,"التطرف لا يمثل الاسلام ، هناك فرق شاسع بين التطرف والتفوق ، التطرف عصبية سببها الحقد والكراهية والجهل بالمفهوم الحقيقي للاسلام ، التفوق هو ان تقبل من يخالفك في الراي وفي العبادة ، لانا الله شرع شرائع وليس شريعة واحد ، التطرف هي وسيلة الانتقام و انتحال الشخصية ، الكون لله وحده ، لكن هناك سبب حقيقي والله اعلم الى ما وصلت اليه الامة والامم السابقة من التدهور ، الامة والامم السابقة دخلت في صراع بين قدري الله الكوني وبين قدري الله الشرعي .
الفقهاء والعلماء خارج السياق يجب اعادة التأهيل للعلماء حتى يواكب الجميع التغيرات الكونية ، يجب ان نعيش الواقع و نستعد لتوقع ."
السبت 21 دجنبر 2019 - 22:09,amaghrabi,"يوم دمر طالبان الإرهابية جبل فيه تماثيل مسيحية يقال انها عاشت في تلك الجهة في سلم وسلام حتى جاء الفكر الوهابي السلفي ونشر السموم في العقول وبدات عقيدة البغض والكره وسفك الدماء ووو تظهر في عالمنا المتحضر,فقرات مقالالاحد المفكرين يرد على طالبان الجهلة بان محاربة الاخر لا تاتي بهدم اثاره وانما بحرب أفكاره بالافكار الجيدة وبالتالي نزع المسيحية من العقول وجعل الناس تؤمن بالإسلام هذا يتحقق بالحجج الدامغة وليس بالحروب المدمرة.اليوم والحمد لله بعدما أرغمت السعودية على التخلي عن نشر الوهابية وبالتالي تغيير بوصلة علماء السعودية نحو التفتح والتسامح سوف يقضي على الفكر الوهابي المدمر.اليوم المانيا والحمد لله يقظة وتراقع جميع المساجد المشكوك فيها وتفرض عليها قوانين صارمة مما يجعل من الشباب الذي يحمل الأفكار العنفية محاصرا ولا يتحرك بسهولة,وحتى المساجد التي كانت ماقبل العشرات السنوات الماضية اعشاش لزرع الأفكار التطرفية والأفكار المتزمتة والمتحجرة والمتخلفة أرغمت على ان تتفتح على المجتمع الألماني ولو ظاهريا ,مما جعل اغلب هذه المساجد تفقد بريقها وتعيش صراعات داخلية لان أنشطتها العنصرية والمتخلفة اصبحت"
الأربعاء 14 يونيو 2017 - 19:00,رايحانة,الصراحة المغاربة مدربون بالفطرة و لكن زيادة الخير خيرين علاش لا
الخميس 19 دجنبر 2019 - 09:32,كريم,رسائل إلى من يهمهم الأمر . فليس السياسي من يلقي كلامه هكذا دون وزنه
الجمعة 20 دجنبر 2019 - 10:03,سلام,. لكن السؤال هو كيف ينتج عن ضعف الخطاب السياسي ثبات في المناصب السياسية؟ ليظهر لنا جليا اختلال المنطق في العملية السياسية.
الجمعة 20 دجنبر 2019 - 22:39,بيل,وهل يعمل المتحدث أن هناك متلقي. بل وهل المتحدث مستوى يواجهه به المتلقي أن كان هو الآخر قادرا على فك الشفرات
الأحد 22 دجنبر 2019 - 16:13,casaoui,"هدا هوا الي بغيت نفهم
صمت الحكومة عن هذه الكارثة الوطنية 
وزارة السكنى هي المسؤولة المباشرة الأولى و لا كلمة ايضا لنوام الأمة البرلمانيين 
هذا ان دل على شيء 
حسبكم الله ايها المتضررون هو وليكم و نعم النصير"
الأحد 22 دجنبر 2019 - 16:15,من المانيا,وماذا عن ضحايا ودادية المحيط الأزرق بالمنصورة أزيد من 54 مليار سنتيم جلهم من مغاربة المهجر.
الأحد 22 دجنبر 2019 - 16:18,زهير,"من حق ضحايا ""باب دارنا"" الإحتجاج ومن حق كذلك ضحايا ""الرقية الشرعية"" و""السوايع"" وبعض المحامون والأطباء وو الإحتجاج. ومن حق أصحاب الضمير الإحتجاج على الموسخين والمخربين من المواطنين وهم كثر في بلدنا"
السبت 21 دجنبر 2019 - 09:23,سليم مونريال,متشوق لرؤية هذا الفيلم في القاعة السينمائية و يبدو من خلال الحلقة ان هذه السيدة موهوبة و بالخصوص محبة للسينما و المشتغلين معها. نريد دماء جديدة. شكرا بلال
السبت 21 دجنبر 2019 - 11:47,Yasmine,Un épisode très classe avec une dame qui honore ce métier. J'ai trop adoré l'échange. Beaucoup de respect et beaucoup de professionalisme. Je n'hesiterai pas à aller voir Adam en salle bientôt. Merci pour cet épisode
السبت 21 دجنبر 2019 - 14:04,بيضاوي,المهرجانات سينمائية العربية جوائزها تحسم بطريقة فظيعة بعيدة كل البعد عن المهنية و لا يعتد بها نهائيا.
السبت 21 دجنبر 2019 - 16:00,Ryad,في انتظار مشاهدة الفيلم لنكون حكمنا عنه و نرى ان كان فعلا يشرف السينما،،، في النقاش تبدو واتقة من نفسها و هذا أمر مهم و لكن ضروري من مشاهدة الفيلم قبل الحكم،،،
الأحد 22 دجنبر 2019 - 01:06,FUS Equipe mediocre,"le FUS joue toujours pour le match nul...hahah
L’une des pires equipes de notre botola"
الأحد 22 دجنبر 2019 - 11:16,rachidleco,والبعض الآخر رفض الإدلاء بأي تصريح، معتبرين أنهم غير معنيين بالموضوع. نفس تصريح الوزير الذي قال الحكومة ليست معنية و مسؤولة عن التشغيل . الريصاني مدينة الخير و الامان اناسها معقولين و ذوي اخلاق حسنة فليستجب اخنوش لابسط مطالبهم في محاربة الفقر و التنمية. اه نسيت فشلت جل الاحزاب في انجاح مخططاته التنموية فل تنتظىر المدينة و المغاربة كافة مخطط التنمية الجديد لعل الله ادير البركة خاج المنظومة السياسية.
الأحد 22 دجنبر 2019 - 11:22,سفح الجبل,سجلماسة مهد الدولة العلوية تعاني التهميش علي جميع الاصعدة كحال ساكنة الراشيدية ارفود الجرف والمغرب الشرقي
الأحد 22 دجنبر 2019 - 11:28,كل المدن,كل مدن بلادي زخرت بالجمال في ما مضى من الأيام .. وحاضرك يامدن بلادي سيكون حلما في ما يأتي منها ..إن كان الأنين بداية فأنينك يا وطني ليست له نهاية. لا تصلحوا اي شيء في بلادي لا صحة ولا تعليما ولا قضاء أقيموا الصلاة حقا، فإنها إن صحت، صلحت كل الاعمال. تصبحون على وطن. يا أهل الأرض اصلحوا انفسكم .. قبل أن يرحل عنكم الشيطان عندما يتأكد انكم كلكم شياطين.
الأحد 22 دجنبر 2019 - 11:36,م المصطفى,"زرت مدينة الريساني في شهر أكتوبر الماضي ، بعدما كنت أزورها كل سنة - بصفتي مهاجر مغربي ومن مواليد الرشيدية - فأشم فيها آثارات تاريخنا المجيد دون الدخول في تفاصيل ذلك ، إلا أن الملاحظ أنها مدينة لا تحظى بأية عناية مهمة تذكر من طرف الدولة ولا من طرف مجلس جهة درعة تافيلالت، مع العلم أن أبناءها معروفون بالعفاف والكفاف والحيوية ، ويبحثون عن رزقهم بعرق جبينهم .
وما قيل في هذه المدينة العريقة في الأمجاد والتي أنجبت الفقهاء والعلماء الدينيين وساكنة معروفة بالجدية والإخلاص والوفاء للوطن ، فإن مدينة الرشيدية هي الأخرى لا تسجل إلا بناء بعض الإدارات ومحاولة المسؤولين القيام ببعض الترقيعات يمينًا وشمالًا لا غير. أما الأوراش أو الاستثمارات فلا وجود لذلك إلا ما كان محتشما.
وما قيل في هاتين المدينتين يقال في باقي المدن التابعة لجهة درعة تافيلالت التي تعد حبلى بما يجعلها من أهم جهات المملكة ثقافيا وخبرات باطنية وحضاريا وسياحيا ... لكنها في حاجة إلى محرك للدفع بها إلى الأمام."
